Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Chez Virapin,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.926327,55.656223,"109, allée des Jardins - Chemin de l'Etang - Cambuston",97440#Saint-André,,,,,Soubik,ADT Réunion,2019-10-10,Chez Virapin#+33 1 69 34 51 96#herve.virapin@orange.fr#,,,https://data.datatourisme.fr/54/7be5644e-3ea0-36cf-b705-8f16da5f087c
Villa Cap Champagne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.025917,55.230586,"56, allée des Pailles en Queues - Lot Cap Champagne",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Villa Cap Champagne#+33 6 92 58 33 94#contact@tropicalhome.fr#http://www.tropicalhome.fr/location/villa-saint-gilles-les-bains-villa-champagne-179085.html,,,https://data.datatourisme.fr/54/7d770965-85d5-3cc9-8f05-b4ffd7e5534d
Senteur Vanille,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.03679559,55.22911241,"198, chemin des Lantanas - Route du Théâtre",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Senteur Vanille#+33 2 62 24 04 88#senteurvanille@wanadoo.fr#http://www.senteurvanille.com/,,,https://data.datatourisme.fr/54/7dc93e9f-9ae3-3f01-8b51-69ae92206907
Perlin Pain Pain,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.877946,55.450209,"43, rue de la Compagnie",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Perlin Pain Pain#+33 2 62 23 01 21#info@perlinpainpain.re#http://www.perlinpainpain.re/,,,https://data.datatourisme.fr/54/7dd4fc3c-e2a6-335d-8eec-0f3ac8f4fec0
Chez Jules,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.87792589,55.45081743,"43, rue de la Compagnie",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2021-04-12,Chez Jules#+33 2 62 21 27 66##,,,https://data.datatourisme.fr/54/c3a2e7d1-dca6-3f09-9b68-3ecf925c9c9d
Castel Boulangerie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.87792589,55.45081743,"43, rue de la Compagnie",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Castel Boulangerie#+33 2 62 21 27 66##http://www.lecastel.re/,,,https://data.datatourisme.fr/54/da2dedcd-80f1-3f2a-ae6e-befe511fe867
Buddha Case,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.25833377,55.36720271,"62, chemin Bois de Nèfles",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Buddha Case#+33 2 62 38 24 36#labuddhacase@gmail.com#,,,https://data.datatourisme.fr/54/7dd99a44-7751-3ea0-8a18-9626dcf9c9d6
Mc Donald’s,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.876066,55.447723,"11, rue de la Victoire",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Mc Donald’s#+33 2 62 90 97 00##http://www.mcdonalds.fr/,,,https://data.datatourisme.fr/54/7de01a34-a67b-357c-9893-8f74874c88f1
Midi Panon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.999725,55.676758,"99, rue des Limites",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2022-10-11,Midi Panon#+33 2 62 11 05 76##,,,https://data.datatourisme.fr/54/7e81c181-e25b-302a-a060-4aed8ec6dbd6
Convivial (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.000141,55.676591,"99, rue des Limites",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2019-10-10,Convivial (Le)#+33 2 62 51 01 24##,,,https://data.datatourisme.fr/54/b04ba971-5966-36e9-a3b8-09a7100c4838
Albatros (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.098264,55.242615,"5, rue de l'Albatros",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Albatros (L')#+33 6 92 73 29 74#albatros974@hotmail.fr#,,,https://data.datatourisme.fr/54/7e8572cd-2b06-3248-8ca9-7cdeb8a39346
Sham's (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.878096,55.45369,"83, rue Pasteur",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2021-02-18,Sham's (Le)#+33 2 62 94 19 57##,,,https://data.datatourisme.fr/54/8064fabd-8e39-3ecd-bd39-737bb2f915ad
Côté Plage,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.02887849,55.22606011,"65, rue du Boucan Canot",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Côté Plage#+33 2 62 45 29 37#weldin@orange.fr#,,,https://data.datatourisme.fr/54/80ae0f54-8645-37db-ac57-977c670e05bd
Bourbon Parapente Concept,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.16502793,55.28792786,"4, rue Haute",97436#Saint-Leu,,,,,Soubik,ADT Réunion,2022-04-04,Bourbon Parapente Concept#+33 6 92 87 58 74#master@bourbonparapente.com#https://www.bourbonparapente.com/,,,https://data.datatourisme.fr/54/817752e1-0411-3802-b9da-bd123fc97845
Lagon de Christ'Al (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.09276862,55.23426283,"9, rue des Mouettes",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Lagon de Christ'Al (Le)#+33 2 62 33 71 67#pel-974@wanadoo.fr#http://perso.orange.fr/2pellelagon,,,https://data.datatourisme.fr/54/825e94c4-9a6f-350f-9ba4-625ed3dc5620
Émeraudes (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.04761804,55.22148922,"2, rue Eugène Dayot",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Émeraudes (Les)#+33 2 62 24 20 20#kessori.diecy@wanadoo.fr#,,,https://data.datatourisme.fr/54/82848bc2-b4b0-31e4-9914-420fe5d9b032
Parapente Dé Z'Iles,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.152073,55.279423,"34, rue Général de Gaulle",97436#Saint-Leu,,,,,Soubik,ADT Réunion,2021-02-23,Parapente Dé Z'Iles#+33 2 62 24 08 23#jimmy@parapentedesziles.com#http://www.parapentedesziles.com/,,,https://data.datatourisme.fr/54/8286b78d-6f39-3491-80e2-1c97331259dd
Paille en Queue (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27448,55.33827,"29, rue du Béarn - ZAC Roches Carangues",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2020-01-15,Paille en Queue (Le)#+33 2 62 26 65 02#j-g.wendenbaum@wanadoo.fr#,,,https://data.datatourisme.fr/54/829e923b-89dc-3631-965f-0c51ff612f42
Oasis Lagoon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.053488,55.227402,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-07-23,Oasis Lagoon#+33 2 62 22 77 60#oasis.lagoon@orange.fr#https://www.oasislagoon.fr/,,,https://data.datatourisme.fr/54/83337576-990b-3340-9ae0-4b8712c36464
Cap Ouest,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05558004,55.22364618,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Cap Ouest#+33 2 62 33 21 56#manureva@business.ool.fr#,,,https://data.datatourisme.fr/54/26deb148-dd7d-3df4-81f1-36e06880b692
Corail Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.05388333,55.2263701,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-09-21,Corail Plongée#+33 2 62 24 37 25#info@corail-plongee.com#http://www.corail-plongee.com/,,,https://data.datatourisme.fr/54/04a03a65-03fc-3e9a-b2c1-d476015fa47d
Réunion Fishing Club,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.05556339,55.22378109,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-09-21,Réunion Fishing Club#+33 2 62 24 36 10#reunion.fishing.club@wanadoo.fr#http://www.reunionfishingclub.com/,,,https://data.datatourisme.fr/54/6b939658-6bef-3e1c-ae67-da5430981a0a
Bateau A Louer,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transport|https://www.datatourisme.fr/ontology/core#Seaport|https://www.datatourisme.fr/ontology/core#Transporter|https://www.datatourisme.fr/ontology/core#PlaceOfInterest,-21.055149,55.224214,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Bateau A Louer#+33 6 92 64 08 22#bateaualouer@gmail.com#http://www.bateaualouer.re/,,,https://data.datatourisme.fr/54/b1cdd961-4bb0-3118-89fd-6f23e641da11
Mascareignes Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.053827,55.226254,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Mascareignes Plongée#+33 2 62 44 27 74#reunion@mascareignes-plongee.fr#http://www.mascareignes-plongee.fr/,,,https://data.datatourisme.fr/54/74a58b94-99a3-33b5-bd28-ca05fc6f48db
Maévasion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.05404539,55.22632007,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-10-22,Maévasion#+33 2 62 33 38 04#maevasion974@gmail.com#,,,https://data.datatourisme.fr/54/3da68c71-3b66-3673-a85d-899b3da73f94
Thalatropic,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#FitnessCenter|http://schema.org/LocalBusiness,-21.054728,55.225479,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Thalatropic#+33 2 62 24 05 05#thalatropic@orange.fr#http://www.bien-etre-reunion.com/,,,https://data.datatourisme.fr/54/a2914baf-d92c-3f27-b9b0-4cfb1f936a1c
Batoloc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transport|https://www.datatourisme.fr/ontology/core#Seaport|https://www.datatourisme.fr/ontology/core#Transporter,-21.054874,55.224532,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-02-10,Batoloc#+33 2 62 33 48 67#batolocs@wanadoo.fr#https://www.batoloc.re/,,,https://data.datatourisme.fr/54/f2bf5167-69b9-329e-9857-859db719aab2
Bar de la Marine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.055655,55.223963,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-06-10,Bar de la Marine#+33 2 62 24 03 03##,,,https://data.datatourisme.fr/54/fd6002cf-85eb-3c45-b654-5c9e4ed44c02
Oceana 2,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.055541,55.223955,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-05-11,Oceana 2#+33 6 92 61 91 61#oceana2@sfr.fr#,,,https://data.datatourisme.fr/54/52b1a271-669e-36eb-9f41-3db6deec817e
Saint-Gilles (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05549043,55.2237146,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Saint-Gilles (Le)#+33 2 62 24 51 27#lesaint.gilles@wanadoo.fr#,,,https://data.datatourisme.fr/54/5351067f-2a24-3c91-ad40-b8ee999c7b3f
Glacier Gourmand (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.054467,55.225063,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Glacier Gourmand (Le)#+33 6 92 64 88 17##,,,https://data.datatourisme.fr/54/c3bea538-7616-377f-b165-88b91ad9872b
Cata Passion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.054634,55.224686,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-12-07,Cata Passion#+33 2 62 33 28 32#info@grandbleu.re#http://www.grandbleu.re/,,,https://data.datatourisme.fr/54/2941c87c-f4b8-3d29-81bf-5cdb4918685e
Captain' Marmaille,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.053654,55.227013,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Captain' Marmaille#+33 6 92 60 37 70#captainmarmaille@wanadoo.fr#,,,https://data.datatourisme.fr/54/22f7c830-6c23-3236-933f-5a6bbdf95b15
Réunion Fishing Club,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider|https://www.datatourisme.fr/ontology/core#Transport|https://www.datatourisme.fr/ontology/core#Seaport|https://www.datatourisme.fr/ontology/core#Transporter,-21.05556339,55.22378109,Port de Plaisance,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Réunion Fishing Club#+33 2 62 24 36 10#contact@reunionfishingclub.com#http://www.reunionfishingclub.com/,,,https://data.datatourisme.fr/54/89aea348-d3bc-3f99-84aa-dd7d46afa43e
Bungalows de la Caroline (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.906243,55.494113,"14 bis, chemin de la Caroline - La Bretagne",97490#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Bungalows de la Caroline (Les)#+33 2 62 47 50 27#contact@lesbungalowsdelacaroline.com#http://www.lesbungalowsdelacaroline.com/,,,https://data.datatourisme.fr/54/833472ae-c89e-33e5-89e8-b071305c9a3f
Délices de Savannah (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.986482,55.295409,"29, route de Savannah",97460#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Délices de Savannah (Les)#+33 2 62 45 61 35#lesdelicesdesavannah@gmail.com#,,,https://data.datatourisme.fr/54/83394eac-e28c-306d-8e7d-6d7878b549a1
Perles du Lagon (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.0824502,55.22613714,"1, ruelle des Bougainvilliers",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-07-21,Perles du Lagon (Les)#+33 2 62 10 70 98#lesperlesdulagon@sfr.fr#http://www.perles-du-lagon.com/,,,https://data.datatourisme.fr/54/8387c390-90c9-3336-affb-db2b2eea21da
